9.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
10.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
9.0,0,0.0,0
14.0,0,0.0,0
4.0,0,0.0,0
13.0,0,0.0,0
8.0,0,0.0,0
9.0,0,0.0,0
3.0,0,0.0,0
9.0,0,4416.0,0
12.0,0,0.0,0
10.0,0,0.0,0
10.0,0,0.0,0
4.0,0,0.0,0
10.0,0,4650.0,0
10.0,0,0.0,0
9.0,0,0.0,0
9.0,0,0.0,0
13.0,0,0.0,0
10.0,0,0.0,0
11.0,0,5178.0,0
5.0,0,0.0,0
8.0,0,0.0,0
13.0,0,0.0,0
10.0,0,0.0,0
9.0,0,0.0,0
14.0,0,1506.0,0
14.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
13.0,0,0.0,0
14.0,0,0.0,0
10.0,0,0.0,0
13.0,0,0.0,0
16.0,0,0.0,0
10.0,0,0.0,0
13.0,0,0.0,0
13.0,0,0.0,0
4.0,0,0.0,0
10.0,0,0.0,0
8.0,0,0.0,0
9.0,0,0.0,0
11.0,0,6849.0,0
9.0,0,0.0,0
10.0,0,0.0,0
13.0,0,0.0,0
10.0,0,0.0,0
12.0,0,10520.0,0
12.0,0,0.0,0
9.0,0,0.0,0
13.0,0,0.0,0
9.0,0,0.0,0
9.0,0,0.0,0
13.0,0,0.0,0
12.0,0,0.0,0
10.0,0,0.0,0
6.0,0,0.0,0
13.0,0,5178.0,0
9.0,0,0.0,0
13.0,0,0.0,0
9.0,0,0.0,0
7.0,0,0.0,0
10.0,0,0.0,0
9.0,0,0.0,0
12.0,0,0.0,0
10.0,0,0.0,0
10.0,0,0.0,0
9.0,0,0.0,0
9.0,0,0.0,0
13.0,0,0.0,0
10.0,0,0.0,0
10.0,0,0.0,0
7.0,0,0.0,0
9.0,0,0.0,0
9.0,0,0.0,0
14.0,0,0.0,0
10.0,0,0.0,0
6.0,0,0.0,0
15.0,0,0.0,0
11.0,0,0.0,0
9.0,0,0.0,0
14.0,0,0.0,0
14.0,0,0.0,0
10.0,0,0.0,0
10.0,0,0.0,0
13.0,0,0.0,0
10.0,0,7298.0,0
14.0,0,0.0,0
14.0,0,0.0,0
13.0,0,0.0,0
12.0,0,0.0,0
7.0,0,0.0,0
13.0,0,0.0,0
13.0,0,0.0,0
10.0,0,0.0,0
10.0,0,0.0,0
7.0,0,0.0,0
9.0,0,0.0,0
15.0,0,0.0,0
14.0,0,0.0,0
10.0,0,0.0,0
6.0,0,0.0,0
7.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
9.0,0,0.0,0
9.0,0,0.0,0
11.0,0,0.0,0
5.0,0,0.0,0
9.0,0,6767.0,0
3.0,0,0.0,0
13.0,0,0.0,0
2.0,0,0.0,0
14.0,0,0.0,0
10.0,0,0.0,0
11.0,0,0.0,0
9.0,0,0.0,0
10.0,0,0.0,0
6.0,0,0.0,0
8.0,0,9386.0,0
13.0,0,0.0,0
11.0,0,0.0,0
10.0,0,0.0,0
10.0,0,0.0,0
6.0,0,0.0,0
10.0,0,0.0,0
10.0,0,0.0,0
6.0,0,0.0,0
9.0,0,0.0,0
9.0,0,0.0,0
16.0,0,0.0,0
13.0,0,4101.0,0
10.0,0,0.0,0
10.0,0,0.0,0
14.0,0,0.0,0
9.0,0,0.0,0
13.0,0,0.0,0
9.0,0,0.0,0
11.0,0,15024.0,0
9.0,0,0.0,0
3.0,0,0.0,0
